===== Headers
# internalName	tex1	tex2	matrix	scripts	levelscripts	texts	musicDay	musicNight	events	name	nameStyle	nameframe	weather	followMode	nameStyle	flags	tileset
D45R0102	127	49	164	114	375	131	1073	1073	269	Tohjo Falls	180	1	3	168	174	255	63
R22R0101	207	33	150	213	458	361	1062	1062	270	Route 26	201	1	68	100	230	255	26
T10R0101	207	25	148	819	592	522	1085	1085	271	Pokémon League	201	1	68	100	228	255	41
T10R0201	207	25	165	820	593	523	1085	1085	272	Pokémon League	201	1	4	196	132	255	41
T10R0301	207	25	166	821	594	524	1085	1085	273	Pokémon League	201	1	4	212	132	255	41
T10R0401	207	25	167	822	595	525	1085	1085	274	Pokémon League	201	1	4	228	132	255	41
T10R0501	207	25	168	823	596	526	1085	1085	275	Pokémon League	201	1	4	244	132	255	65
T10R0601	207	25	169	824	597	527	1085	1085	276	Pokémon League	201	1	4	4	133	255	65
T10R0701	207	25	170	825	598	528	1085	1085	277	Pokémon League	201	1	4	96	132	255	42
P01R0301	159	57	171	156	406	259	1096	1096	278	S.S. Aqua	169	0	68	100	228	255	42
P01R0302	159	57	172	157	407	260	1096	1096	279	S.S. Aqua	169	0	68	100	228	255	42
P01R0303	159	57	173	158	408	261	1096	1096	280	S.S. Aqua	169	0	68	100	228	255	42
P01R0304	159	57	174	159	409	3	1096	1096	281	S.S. Aqua	169	0	68	100	228	255	42
P01R0305	159	57	175	160	410	3	1096	1096	282	S.S. Aqua	169	0	68	100	228	255	72
D24R0202	223	32	34	39	300	74	1073	1073	283	Ruins of Alph	148	0	67	132	228	255	72
D24R0203	223	32	35	40	301	3	1073	1073	284	Ruins of Alph	148	0	67	132	228	255	72
D24R0204	223	36	34	41	302	75	1073	1073	285	Ruins of Alph	148	0	67	132	228	10	105
D24R0205	223	32	37	42	303	76	1074	1074	286	Ruins of Alph	148	0	3	136	236	255	72
D24R0206	223	36	34	43	304	77	1073	1073	287	Ruins of Alph	148	0	67	132	228	255	72
D24R0207	223	36	39	44	305	3	1073	1073	288	Ruins of Alph	148	0	67	132	228	255	72
D24R0208	223	36	34	45	306	3	1073	1073	289	Ruins of Alph	148	0	67	132	228	255	72
D24R0209	223	36	41	46	307	3	1073	1073	290	Ruins of Alph	148	0	67	132	228	255	72
D24R0210	223	36	180	47	308	3	1073	1073	291	Ruins of Alph	148	0	67	132	228	255	61
D24R0102	223	32	273	38	299	73	1073	1073	292	Ruins of Alph	153	0	68	100	228	255	25
R27R0101	127	49	66	222	467	370	1062	1062	293	Route 27	201	1	68	100	228	255	105
D24R0211	223	32	181	48	309	79	1073	1073	294	Ruins of Alph	148	0	67	132	228	255	72
D24R0212	223	32	182	49	310	80	1073	1073	295	Ruins of Alph	148	0	67	132	228	255	72
D24R0213	223	36	182	50	311	81	1073	1073	296	Ruins of Alph	148	0	67	132	228	255	72
D24R0214	223	36	182	51	312	82	1073	1073	297	Ruins of Alph	148	0	67	132	228	255	72
D24R0215	223	36	182	52	313	83	1073	1073	298	Ruins of Alph	148	0	67	132	228	255	42
P01R0306	159	57	176	161	411	262	1096	1096	299	S.S. Aqua	169	0	68	100	228	255	42
P01R0307	159	57	177	162	412	263	1096	1096	300	S.S. Aqua	169	0	68	132	228	255	94
P01R0102	143	32	178	153	403	256	1024	1024	301	Olivine City	161	0	1	40	244	255	27
R34R0101	191	48	179	238	483	385	1032	1032	302	Route 34	169	0	68	100	228	30	77
D17R0102	207	16	16	139	399	3	1077	1077	303	Bell Tower	148	0	3	136	236	31	77
D17R0103	207	16	17	139	399	3	1077	1077	304	Bell Tower	148	0	3	136	236	32	77
D17R0104	207	16	18	139	399	3	1077	1077	305	Bell Tower	148	0	3	136	236	33	77
D17R0105	207	16	19	139	399	3	1077	1077	306	Bell Tower	148	0	3	136	236	34	77
D17R0106	207	16	20	139	399	3	1077	1077	307	Bell Tower	148	0	3	136	236	35	77
D17R0107	207	16	21	20	281	3	1077	1077	308	Bell Tower	148	0	3	136	236	36	77
D17R0108	207	16	22	139	399	3	1077	1077	309	Bell Tower	148	0	3	136	236	37	77
D17R0109	207	16	23	139	399	3	1077	1077	310	Bell Tower	148	0	3	136	236	255	91
D17R0110	207	16	24	21	282	58	1001	1001	311	Bell Tower	148	0	211	32	52	84	77
D17R0112	207	16	183	139	399	3	1077	1077	312	Bell Tower	148	0	3	136	172	83	70
D50R0101	79	48	184	129	390	144	1157	1157	313	Cliff Cave	180	0	3	152	238	255	75
SAF01	15	0	197	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF02	15	0	198	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF03	15	0	199	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF04	15	0	200	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF05	15	0	201	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF06	15	0	202	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF07	15	0	203	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF08	15	0	204	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF09	15	0	205	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF10	15	0	206	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF11	15	0	207	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF12	15	0	208	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF13	15	0	209	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	255	75
SAF14	15	0	210	139	399	3	1034	1034	0	Safari Zone	135	0	67	8	0	91	75
D47R0102	15	0	212	120	381	3	1159	1159	314	Safari Zone	137	0	2	8	166	255	26
T06PC0101	143	38	73	779	552	486	1063	1063	315	Vermilion City	201	1	68	100	228	255	26
T06PC0102	143	38	77	780	553	3	1063	1063	316	Vermilion City	201	1	68	100	228	255	27
T06FS0101	143	38	104	777	550	484	1064	1064	317	Vermilion City	201	1	68	100	228	255	25
T06R0101	143	38	95	781	554	487	1038	1038	318	Vermilion City	201	1	68	100	228	255	40
T06R0301	143	38	185	782	555	488	1038	1038	319	Vermilion City	201	1	68	100	228	255	25
T06R0401	143	38	95	783	556	489	1038	1038	320	Vermilion City	201	1	68	100	228	255	25
T06R0601	143	38	95	784	557	490	1038	1038	321	Vermilion City	201	1	68	100	228	255	49
T06GYM0101	143	38	255	778	551	485	1065	1065	322	Vermilion City	201	1	148	100	164	255	63
W40R0101	127	32	69	963	732	745	1034	1034	323	Route 40	169	0	68	100	230	255	26
T26PC0102	143	32	77	915	688	3	1063	1063	324	Olivine City	105	0	68	100	228	255	26
T28PC0102	15	21	77	936	709	3	1063	1063	325	Mahogany Town	169	0	68	100	228	255	26
T30PC0102	95	21	77	945	718	3	1063	1063	326	Blackthorn City	169	0	68	100	228	255	39
T07R0101	95	30	215	789	562	494	1064	1064	327	Celadon City	201	1	68	100	228	255	39
T07R0102	95	30	216	790	563	495	1064	1064	328	Celadon City	201	1	68	100	228	255	39
T07R0103	95	30	217	791	564	496	1064	1064	329	Celadon City	201	1	68	100	228	255	39
T07R0104	95	30	218	792	565	497	1064	1064	330	Celadon City	201	1	68	100	228	255	39
T07R0105	95	30	219	793	566	498	1064	1064	331	Celadon City	201	1	68	100	228	255	39
T07R0106	95	30	220	794	567	499	1064	1064	332	Celadon City	201	1	68	100	228	255	39
T07R0201	111	30	221	796	569	501	1042	1042	333	Celadon City	201	1	68	100	228	255	39
T07R0202	111	30	222	797	570	502	1042	1042	334	Celadon City	201	1	68	100	228	255	39
T07R0203	111	30	223	798	571	503	1042	1042	335	Celadon City	201	1	68	100	228	255	95
T07R0204	111	30	224	799	572	504	1042	1042	336	Celadon City	201	1	49	100	244	255	40
T07R0205	111	30	225	800	573	505	1042	1042	337	Celadon City	201	1	68	100	228	255	40
T07R0401	111	30	213	803	576	508	1069	1069	338	Celadon City	201	1	68	100	228	255	40
T07R0501	111	30	214	804	577	509	1069	1069	339	Celadon City	201	1	68	100	228	255	40
T07R0701	111	34	226	805	578	510	1042	1042	340	Celadon City	201	1	68	100	228	255	25
T20R0402	95	49	72	849	622	549	1018	1018	341	New Bark Town	9	0	68	100	228	255	25
T24R0801	95	40	95	884	657	580	1025	1025	342	Cianwood City	73	0	68	100	228	255	39
P01R0103	143	42	186	154	404	257	1038	1038	343	Vermilion City	169	1	68	100	228	255	94
P01R0104	143	42	211	155	405	258	1038	1038	344	Vermilion City	161	1	1	40	244	255	14
R10R0101	15	0	0	194	439	343	1054	1054	345	Route 10	195	1	2	72	246	255	63
R06R0201	143	34	69	185	430	335	1052	1052	346	Route 6	201	1	68	100	230	255	63
R08R0201	175	30	70	189	434	339	1054	1054	347	Route 8	201	1	68	100	230	255	63
R05R0301	143	22	69	182	427	332	1053	1053	348	Route 5	201	1	68	100	230	255	63
R15R0101	127	54	70	204	449	353	1060	1060	349	Route 15	201	1	68	100	230	255	26
T07PC0101	111	30	73	787	560	493	1063	1063	350	Celadon City	201	1	68	100	228	255	26
T07PC0102	111	30	77	788	561	3	1063	1063	351	Celadon City	201	1	68	100	228	255	52
T07GYM0101	111	30	258	786	559	492	1065	1065	352	Celadon City	201	1	4	100	164	255	34
T28GYM0102	15	21	228	139	399	3	1065	1065	353	Mahogany Town	169	0	4	116	164	255	34
T28GYM0103	15	21	93	934	707	623	1065	1065	354	Mahogany Town	169	0	4	116	164	255	40
T11R0101	159	26	192	832	605	533	1039	1039	355	Saffron City	201	1	68	100	228	255	25
T11R0501	159	30	97	833	606	534	1039	1039	356	Saffron City	201	1	68	100	228	255	48
T11R0601	143	26	187	834	607	535	1039	1039	357	Saffron City	201	1	68	100	228	255	48
T11R0602	143	26	188	835	608	536	1039	1039	358	Saffron City	201	1	68	96	228	255	39
T11R0701	143	30	189	837	610	537	1039	1039	359	Saffron City	201	1	68	100	228	255	39
T11R0702	143	30	241	838	611	538	1039	1039	360	Rotom’s Room	201	1	68	100	228	255	39
T11R0801	143	26	190	840	613	540	1039	1039	361	Saffron City	201	1	68	100	228	255	39
T11R0802	143	26	191	841	614	541	1039	1039	362	Saffron City	201	1	68	100	228	255	40
T11R0901	15	0	66	139	399	3	1039	1039	0	Saffron City	201	1	68	100	228	255	26
T11PC0101	143	30	73	830	603	532	1063	1063	363	Saffron City	201	1	68	100	228	255	26
T11PC0102	143	30	77	831	604	3	1063	1063	364	Saffron City	201	1	68	100	228	255	27
T11FS0101	159	26	104	828	601	530	1064	1064	365	Saffron City	201	1	68	100	228	255	50
T11GYM0101	159	26	256	829	602	531	1065	1065	366	Saffron City	201	1	4	100	164	255	93
D32R0102	127	28	240	81	342	104	1070	1070	367	Frontier Access	145	0	129	40	242	255	45
T25R1202	159	40	238	908	681	601	1154	1154	368	Global Terminal	89	0	68	96	228	255	45
T25R1203	159	40	239	909	682	602	1154	1154	369	Global Terminal	89	0	68	96	228	136	17
R02R0101	15	0	0	170	415	321	1057	1057	370	Route 2	195	1	2	8	246	255	25
R16R0101	79	34	66	206	451	355	1055	1055	371	Route 16	201	1	68	100	228	255	16
W20R0101	15	0	0	139	399	3	1058	1058	0	Route 20	198	1	2	104	246	255	25
R02R0201	15	18	66	171	416	322	1057	1057	372	Route 2	201	1	68	100	228	255	63
R02R0301	15	26	69	172	417	323	1057	1057	373	Route 2	201	1	68	100	230	255	63
R02R0401	15	26	69	173	418	324	1057	1057	374	Route 2	201	1	68	100	230	255	63
R02R0501	15	18	69	174	419	325	1057	1057	375	Route 2	201	1	68	100	230	255	63
R16R0201	79	34	70	207	452	356	1055	1055	376	Route 16	201	1	68	100	230	125	15
R16R0301	15	0	0	208	453	3	1055	1055	377	Route 16	195	1	2	8	246	255	63
R18R0101	79	54	70	211	456	359	1056	1056	378	Route 18	201	1	68	100	230	255	63
W19R0101	95	58	69	959	728	741	1056	1056	379	Route 19	201	1	68	100	230	255	63
R11R0101	191	38	70	198	443	347	1059	1059	380	Route 11	201	1	68	100	230	255	27
T04FS0101	143	18	104	759	532	468	1064	1064	381	Cerulean City	201	1	68	100	228	255	51
T04GYM0101	159	18	257	760	533	469	1065	1065	382	Cerulean City	201	1	4	100	164	255	26
T04PC0101	143	18	73	761	534	470	1063	1063	383	Cerulean City	201	1	68	100	228	255	25
T04R0101	143	14	96	763	536	471	1040	1040	384	Cerulean City	201	1	68	100	228	255	25
T04R0201	159	14	97	764	537	472	1040	1040	385	Cerulean City	201	1	68	100	228	255	25
T04R0301	143	18	96	765	538	473	1040	1040	386	Cerulean City	201	1	68	100	228	255	27
T04R0401	143	18	274	766	539	474	1040	1040	387	Cerulean City	201	1	68	100	228	255	27
T05FS0101	207	30	104	768	541	476	1064	1064	388	Lavender Town	201	1	68	100	228	255	26
T05PC0101	207	30	73	769	542	477	1063	1063	389	Lavender Town	201	1	68	100	228	255	40
T05R0201	207	30	193	771	544	478	1041	1041	390	Lavender Town	201	1	68	100	228	255	25
T05R0301	207	30	96	772	545	479	1041	1041	391	Lavender Town	201	1	68	100	228	255	42
T05R0401	207	30	140	773	546	480	1041	1041	392	Lavender Town	201	1	68	100	228	255	40
T05R0601	207	30	194	774	547	481	1041	1041	393	Lavender Town	201	1	68	100	228	255	39
T05R0701	207	30	195	775	548	482	1041	1041	394	Lavender Town	201	1	68	100	228	255	43
R25R0101	191	6	254	217	462	364	1061	1061	395	Route 25	201	1	68	100	228	255	44
T25R1007	191	44	262	905	678	598	1064	1064	396	Goldenrod City	89	0	68	100	228	255	44
T07R0107	95	30	262	795	568	500	1064	1064	397	Celadon City	201	1	68	100	228	255	44
T07R0206	111	30	262	801	574	506	1042	1042	398	Celadon City	201	1	68	100	228	255	44
T07R0207	111	30	262	802	575	507	1042	1042	399	Celadon City	201	1	68	100	228	255	44
T11R0703	143	30	262	839	612	539	1039	1039	400	Saffron City	201	1	68	100	228	255	44
D27R0108	159	32	262	67	328	95	1078	1078	401	Lighthouse	153	0	68	100	228	255	44
D23R0107	175	40	262	35	296	71	1022	1022	402	Radio Tower	153	0	68	100	228	107	70
D02R0102	79	14	4	8	269	3	1073	1073	403	Mt. Moon	196	1	3	152	238	72	97
D02R0103	79	14	5	9	270	50	1073	1073	404	Mt. Moon	196	1	2	8	246	140	73
D03R0102	143	14	79	139	399	3	1082	1082	405	Cerulean Cave	164	23	3	152	238	141	73
D03R0103	143	14	80	11	272	3	1082	1082	406	Cerulean Cave	164	23	3	168	238	109	83
D05R0102	207	18	7	139	399	3	1082	1082	407	Rock Tunnel	196	23	3	168	238	75	104
D11R0102	63	62	82	13	274	3	1080	1080	408	Seafoam Islands	164	1	3	168	238	76	104
D11R0103	63	62	83	139	399	3	1080	1080	409	Seafoam Islands	164	1	3	184	238	77	104
D11R0104	63	62	84	139	399	3	1080	1080	410	Seafoam Islands	164	1	3	184	238	78	104
D11R0105	63	62	85	14	275	3	1080	1080	411	Seafoam Islands	164	1	3	184	238	255	81
D11R0106	63	62	264	15	276	53	1065	1065	412	Seafoam Islands	164	1	3	184	172	255	70
D11R0107	15	0	264	139	399	3	1080	1080	0	Seafoam Islands	164	1	3	152	232	89	96
D41R0102	159	33	266	139	399	3	1078	1078	413	Mt. Silver Cave	164	0	3	88	244	87	102
D41R0103	159	33	267	139	399	3	1078	1078	414	Mt. Silver Cave	164	0	3	72	246	88	80
D41R0104	159	33	268	139	399	3	1078	1078	415	Mt. Silver Cave	164	0	3	168	238	79	80
D41R0105	159	33	269	106	367	3	1078	1078	416	Mt. Silver Cave	164	0	3	168	238	80	80
D41R0106	159	33	270	139	399	3	1078	1078	417	Mt. Silver Cave	164	0	3	152	238	81	80
D41R0107	159	33	271	139	399	3	1078	1078	418	Mt. Silver Cave	164	0	3	152	238	255	96
D41R0108	159	33	272	107	368	126	1001	1001	419	Mt. Silver Cave	164	10	3	88	244	255	26
R10PC0101	207	18	73	192	437	342	1063	1063	420	Route 10	201	1	68	100	228	255	44
R10R0201	207	22	251	195	440	344	1044	1044	421	Power Plant	201	1	68	100	228	255	44
R05R0101	15	0	252	139	399	3	1053	1053	0	Route 5	201	1	68	100	224	255	44
R05R0201	143	22	253	180	425	330	1082	1082	422	Route 5	201	1	68	100	230	255	44
R06R0101	143	34	253	139	399	3	1082	1082	423	Route 6	201	1	68	100	230	255	44
T03R0101	15	10	242	755	528	464	1044	1044	424	Pewter City	201	1	68	100	228	255	25
T03R0201	15	14	66	756	529	465	1044	1044	425	Pewter City	201	1	68	100	228	255	54
T03GYM0101	15	10	260	752	525	462	1065	1065	426	Pewter City	201	1	4	100	164	255	27
T03FS0101	31	14	104	751	524	461	1064	1064	427	Pewter City	201	1	68	100	228	255	26
T03PC0101	15	14	73	753	526	463	1063	1063	428	Pewter City	201	1	68	100	228	255	26
T03PC0102	15	14	77	754	527	3	1063	1063	429	Pewter City	201	1	68	100	228	255	25
T03R0601	31	10	66	757	530	466	1044	1044	430	Pewter City	201	1	68	100	228	255	27
T08FS0101	95	54	104	808	581	513	1064	1064	431	Fuchsia City	201	1	68	100	228	255	44
T08R0201	95	50	243	812	585	516	1043	1043	432	Pal Park	201	1	68	100	228	255	53
T08GYM0101	95	54	259	809	582	514	1065	1065	433	Fuchsia City	201	1	228	100	164	255	25
T08R0401	95	54	96	813	586	517	1043	1043	434	Fuchsia City	201	1	68	100	228	255	26
T08PC0101	95	54	73	810	583	515	1063	1063	435	Fuchsia City	201	1	68	100	228	255	25
T08R0601	111	54	97	814	587	518	1043	1043	436	Fuchsia City	201	1	68	100	228	255	26
R10PC0102	207	18	77	193	438	3	1063	1063	437	Route 10	201	1	68	100	228	255	26
T08PC0102	95	54	77	811	584	3	1063	1063	438	Fuchsia City	201	1	68	100	228	48	98
D40R0106	127	44	275	139	399	3	1073	1073	439	Whirl Islands	180	0	163	184	142	24	71
D22R0102	191	28	27	26	287	63	1092	1092	440	National Park	151	0	1	8	164	255	71
D22R0103	191	28	27	139	399	3	1075	1075	0	National Park	151	0	1	8	166	255	44
R10R0202	207	22	276	196	441	345	1044	1044	441	Power Plant	201	1	68	100	228	11	105
D24R0216	223	32	37	53	314	84	1074	1074	442	Ruins of Alph	148	0	3	136	236	13	105
D24R0217	223	32	181	54	315	85	1074	1074	443	Ruins of Alph	148	0	67	132	228	12	105
D24R0218	223	32	37	55	316	86	1074	1074	444	Ruins of Alph	148	0	3	136	236	255	63
R07R0101	127	30	70	187	432	337	1055	1055	445	Route 7	201	1	68	100	230	255	26
T05PC0102	207	30	77	770	543	3	1063	1063	446	Lavender Town	201	1	68	100	228	255	26
T04PC0102	143	18	77	762	535	3	1063	1063	447	Cerulean City	201	1	68	100	228	255	55
T02GYM0101	15	30	261	743	516	454	1065	1065	448	Viridian City	201	1	4	100	164	255	25
T02R0201	15	30	96	746	519	456	1045	1045	449	Viridian City	201	1	68	100	228	255	43
T02R0301	15	30	244	747	520	457	1045	1045	450	Viridian City	201	1	68	100	228	255	43
T02R0302	15	30	245	748	521	458	1045	1045	451	Viridian City	201	1	68	96	228	255	27
T02FS0101	15	30	104	742	515	453	1064	1064	452	Viridian City	201	1	68	100	228	255	26
T02PC0101	15	34	73	744	517	455	1063	1063	453	Viridian City	201	1	68	100	228	255	26
T02PC0102	15	34	77	745	518	3	1063	1063	454	Viridian City	201	1	68	100	228	255	43
T01R0101	15	46	246	736	509	447	1046	1046	455	Pallet Town	201	1	68	100	228	255	43
T01R0201	15	46	248	738	511	449	1046	1046	456	Pallet Town	201	1	68	100	228	255	43
T01R0301	15	46	250	740	513	451	1046	1046	457	Pallet Town	201	1	68	100	228	255	43
T01R0102	15	46	247	737	510	448	1046	1046	458	Pallet Town	201	1	68	100	228	255	43
T01R0202	15	46	249	739	512	450	1046	1046	459	Pallet Town	201	1	68	100	228	255	26
T09PC0101	15	62	73	816	589	520	1063	1063	460	Cinnabar Island	201	1	68	100	228	255	26
T09PC0102	15	62	77	817	590	3	1063	1063	461	Cinnabar Island	201	1	68	100	228	255	25
R28R0101	175	33	66	224	469	372	1085	1085	462	Route 28	201	1	68	100	228	255	26
R03PC0101	79	14	73	176	421	327	1063	1063	463	Route 3	201	1	68	100	228	255	26
R03PC0102	79	14	77	177	422	3	1063	1063	464	Route 3	201	1	68	100	228	73	97
D02R0104	79	14	281	10	271	51	1097	1097	465	Mt. Moon	196	1	2	8	246	255	26
T31PC0101	159	33	73	950	723	637	1063	1063	466	Mt. Silver	153	0	68	100	228	255	26
T31PC0102	159	33	77	951	724	3	1063	1063	467	Mt. Silver	153	0	68	100	228	255	45
HIROBA	15	0	280	147	400	212	1063	1063	468	Mystery Zone	169	0	68	100	4	255	25
R05R0401	143	22	66	183	428	333	1053	1053	469	Route 5	201	1	68	100	228	255	27
D02FS0101	79	14	139	6	267	48	1073	1073	470	Mt. Moon	201	1	68	100	228	255	48
T25R0503	175	40	282	895	668	3	1022	1022	471	Goldenrod City	89	0	68	96	228	255	48
T11R0603	143	26	283	836	609	3	1039	1039	472	Saffron City	201	1	68	96	228	255	100
D51R0101	79	5	277	130	391	145	1168	1168	473	Sinjoh Ruins	163	10	2	8	164	255	101
D51R0201	79	5	278	131	392	146	1168	1168	474	Sinjoh Ruins	164	0	3	152	36	255	42
D51R0301	79	5	287	132	393	147	1168	1168	475	Sinjoh Ruins	169	0	68	100	164	255	99
D52R0101	47	48	279	133	394	148	1073	1073	476	Embedded Tower	164	0	3	148	172	255	99
D52R0102	47	48	284	134	395	149	1073	1073	477	Embedded Tower	164	0	3	148	172	255	99
D52R0103	47	48	285	135	396	150	1073	1073	478	Embedded Tower	164	0	3	148	172	255	63
T02R0401	15	38	69	749	522	459	1045	1045	479	Route 1	201	1	68	100	230	255	26
D32PC0101	127	28	73	78	339	102	1063	1063	480	Frontier Access	153	0	68	100	228	255	26
D32PC0102	127	28	77	79	340	3	1063	1063	481	Frontier Access	153	0	68	100	228	255	27
D32FS0101	127	28	104	77	338	101	1064	1064	482	Frontier Access	153	0	68	100	228	255	25
D32R0103	127	28	97	82	343	105	1070	1070	483	Frontier Access	153	0	68	100	228	255	44
R05R0202	143	22	252	181	426	331	1082	1082	484	Route 5	201	1	68	100	230	255	25
R12R0101	207	38	66	200	445	349	1060	1060	485	Route 12	201	1	68	100	228	255	26
D47PC0101	47	36	73	117	378	134	1063	1063	486	Safari Zone Gate	137	0	68	100	228	255	26
D47PC0102	47	36	77	118	379	3	1063	1063	487	Safari Zone Gate	137	0	68	100	228	255	66
T25SP0101	175	44	286	910	683	603	1069	1069	488	Goldenrod City	89	1	68	100	228	255	66
T07SP0101	111	30	286	806	579	511	1069	1069	489	Celadon City	201	1	68	100	228	255	4
R00	15	0	0	139	399	3	1069	1069	0	Mystery Zone	166	0	2	96	0	255	26
T10R0801	15	0	77	826	599	3	1063	1063	490	Pokémon League	201	0	68	100	228	11	3

===== Matrix
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0088	0088	0088	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0029	0029	0029	0029	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0088	0088	0088	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0051	0051	0000	0000	0000	0000	0000	0000	0000	0028	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0045	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0051	0051	0011	0011	0011	0012	0012	0012	0052	0052	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0078	0078	0000	0000	0000	0045	0000	0000	0000	0089	0089	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0414	0000	0000	0000	0000	0000	0000	0000	0052	0052	0017	0017	0017	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0043	0042	0042	0078	0078	0044	0044	0044	0087	0046	0046	0046	0089	0089	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0414	0000	0000	0000	0000	0000	0000	0000	0013	0000	0000	0000	0018	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0043	0000	0000	0000	0041	0000	0000	0000	0000	0000	0000	0000	0047	0000	0000	0000	0000	0000	0000	0000	0058	0000	0000	0000	0010	0000	0000	0000	0000	0000	0000	0000	0059	0059	0000	0000	0388	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0077	0077	0000	0040	0040	0040	0073	0073	0000	0000	0000	0000	0047	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0050	0050	0000	0000	0000	0000	0055	0055	0015	0059	0059	0016	0016	0053	0000	0000
0000	0000	0174	0174	0000	0000	0000	0094	0077	0077	0000	0039	0000	0113	0073	0073	0035	0035	0000	0000	0047	0000	0000	0000	0000	0090	0032	0032	0000	0027	0027	0050	0050	0000	0000	0024	0422	0055	0055	0000	0014	0000	0000	0000	0020	0000	0000
0000	0000	0174	0174	0000	0000	0000	0094	0000	0000	0000	0039	0000	0113	0036	0000	0000	0034	0000	0000	0047	0000	0000	0000	0000	0000	0000	0000	0030	0000	0000	0000	0009	0000	0000	0025	0000	0000	0000	0000	0054	0054	0019	0019	0020	0000	0000
0000	0000	0152	0152	0000	0075	0095	0095	0000	0076	0076	0076	0000	0000	0036	0000	0000	0034	0000	0048	0047	0000	0000	0000	0000	0000	0000	0000	0030	0000	0000	0000	0009	0000	0000	0025	0000	0000	0000	0000	0054	0054	0000	0000	0020	0000	0000
0000	0000	0151	0151	0151	0075	0095	0095	0000	0076	0076	0076	0000	0000	0036	0000	0000	0034	0000	0048	0000	0000	0000	0000	0000	0000	0000	0000	0030	0000	0000	0000	0049	0000	0000	0025	0000	0000	0000	0000	0000	0000	0021	0021	0021	0000	0000
0000	0000	0151	0151	0151	0000	0000	0000	0000	0000	0000	0038	0000	0000	0036	0000	0067	0067	0033	0033	0033	0060	0031	0031	0031	0031	0031	0031	0030	0000	0000	0000	0093	0000	0000	0025	0000	0056	0056	0000	0000	0000	0022	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0038	0000	0000	0036	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0093	0000	0000	0026	0026	0056	0056	0023	0023	0023	0022	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0038	0074	0074	0037	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0093	0000	0000	0000	0000	0091	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0057	0092	0092	0092	0092	0091	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000

