===== Headers
# mapType	unkA	texture	matrix	scripts	levelScripts	texts	musicSpring	musicSummer	musicAutumn	musicWinder	wildPokemon	mapId	parentMapId	name	nameStyle	weather	camera	unkB	flags	unkC	nameIcon	flyX	flyY	flyZ
16	16	224	199	458	459	237	1084	1084	1084	1084	67	229	214	Trial Chamber	4	64	0	163	28	199	0	5	0	4
0	11	66	0	460	461	238	1050	1051	1052	1053	68	230	230	Giant Chasm	4	64	0	224	236	0	0	687	0	153
16	16	260	184	462	463	239	1081	1081	1081	1081	69	231	230	Giant Chasm	0	64	0	163	92	184	0	5	0	4
0	16	206	250	464	465	240	1081	1081	1081	1081	70	232	230	Giant Chasm	0	64	0	224	108	250	0	5	0	4
0	16	206	251	466	467	241	1001	1001	1001	1001	65535	233	230	Giant Chasm	0	68	0	224	44	251	0	5	0	4
16	16	260	252	468	469	242	1081	1081	1081	1081	71	234	230	Giant Chasm	0	64	0	163	92	252	0	5	0	4
19	14	86	0	470	471	243	1046	1047	1048	1049	65535	235	235	Liberty Garden	4	64	0	0	236	0	0	302	0	756
16	16	267	239	472	473	244	1079	1079	1079	1079	65535	236	235	Liberty Garden	0	0	0	33	73	239	0	5	0	4
16	16	267	240	474	475	245	1079	1079	1079	1079	65535	237	235	Liberty Garden	0	0	0	33	73	240	0	5	0	4
0	15	122	0	476	477	246	1046	1047	1048	1049	72	238	238	P2 Laboratory	4	73	0	0	236	0	0	725	0	719
16	16	273	191	478	479	247	1079	1079	1079	1079	65535	239	238	P2 Laboratory	0	0	0	33	73	191	0	5	0	4
0	12	70	0	480	481	248	1050	1051	1052	1053	73	240	240	Undella Bay	4	64	0	0	237	0	0	801	0	289
7	16	268	236	482	483	249	1014	1014	1014	1014	65535	241	241	Abyssal Ruins	4	64	0	3	93	236	0	1	3	0
7	16	268	244	484	485	250	1014	1014	1014	1014	65535	242	241	Abyssal Ruins	4	64	0	3	93	244	0	1	3	0
7	16	268	245	486	487	251	1014	1014	1014	1014	65535	243	241	Abyssal Ruins	4	64	0	3	93	245	0	1	3	0
7	16	268	246	488	489	252	1014	1014	1014	1014	65535	244	241	Abyssal Ruins	4	64	0	3	93	246	0	1	3	0
0	16	268	247	490	491	253	1014	1014	1014	1014	65535	245	241	Abyssal Ruins	0	64	68	3	93	247	0	5	0	4
0	16	268	248	492	493	254	1014	1014	1014	1014	65535	246	241	Abyssal Ruins	0	64	68	3	93	248	0	5	0	4
0	16	268	249	494	495	255	1014	1014	1014	1014	65535	247	241	Abyssal Ruins	0	64	68	3	93	249	0	5	0	4
0	16	268	254	496	497	256	1014	1014	1014	1014	65535	248	241	Abyssal Ruins	0	64	68	3	93	254	0	5	0	4
1	16	14	133	498	499	265	1055	1055	1055	1055	65535	249	249	Skyarrow Bridge	4	64	2	68	172	65535	0	0	0	0
16	16	118	41	500	501	266	1038	1039	1040	1041	65535	250	249	Bridge Gate	0	64	8	32	73	41	0	15	0	24
16	16	244	137	502	503	267	1065	1065	1065	1065	65535	251	249	Bridge Gate	0	0	0	34	77	137	0	5	0	4
16	16	244	138	504	505	268	1065	1065	1065	1065	65535	252	249	Bridge Gate	0	0	0	34	77	138	0	5	0	4
11	16	30	106	506	507	269	1056	1056	1056	1056	74	253	253	Driftveil Drawbridge	4	64	18	68	172	268	0	20	0	48
13	16	46	136	508	509	270	1057	1057	1057	1057	65535	254	254	Tubeline Bridge	4	64	20	68	140	136	0	5	0	4
18	16	62	182	510	511	271	1058	1058	1058	1058	75	255	255	Village Bridge	4	64	0	64	172	182	0	5	0	4
16	16	210	44	512	513	272	1058	1058	1058	1058	65535	256	255	Village Bridge	0	0	0	33	73	44	0	5	0	4
16	16	210	44	514	515	273	1058	1058	1058	1058	65535	257	255	Village Bridge	0	0	0	33	73	44	0	5	0	4
16	16	210	44	516	517	274	1058	1058	1058	1058	65535	258	255	Village Bridge	0	0	0	33	73	44	0	5	0	4
16	16	210	44	518	519	275	1058	1058	1058	1058	65535	259	255	Village Bridge	0	0	0	33	73	44	0	5	0	4
16	16	210	44	520	521	276	1058	1058	1058	1058	65535	260	255	Village Bridge	0	0	0	33	73	44	0	5	0	4
16	16	210	44	522	523	277	1058	1058	1058	1058	65535	261	255	Village Bridge	0	0	0	33	73	44	0	5	0	4
16	16	210	65	524	525	278	1058	1058	1058	1058	65535	262	255	Village Bridge	0	0	0	33	73	65	0	5	0	4
11	16	82	135	526	527	279	1059	1059	1059	1059	76	263	263	Marvelous Bridge	4	64	52	68	172	135	0	5	0	4
16	16	248	127	528	529	287	1076	1076	1076	1076	65535	264	264	N's Castle	4	0	0	33	9	127	0	16	0	16
16	16	248	171	530	531	288	1076	1076	1076	1076	65535	265	264	N's Castle	0	0	0	33	9	171	0	5	0	4
16	16	248	164	532	533	289	1076	1076	1076	1076	65535	266	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	164	534	535	290	1076	1076	1076	1076	65535	267	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	164	536	537	291	1076	1076	1076	1076	65535	268	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	173	538	539	292	1076	1076	1076	1076	65535	269	264	N's Castle	0	0	0	33	9	173	0	5	0	4
16	16	248	170	540	541	293	1076	1076	1076	1076	65535	270	264	N's Castle	0	0	0	33	9	170	0	5	0	4
16	16	248	164	542	543	294	1076	1076	1076	1076	65535	271	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	164	544	545	295	1076	1076	1076	1076	65535	272	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	171	546	547	296	1076	1076	1076	1076	65535	273	264	N's Castle	0	0	0	33	9	171	0	5	0	4
16	16	248	163	548	549	297	1170	1170	1170	1170	65535	274	264	N's Castle	0	0	0	33	9	163	0	5	0	4
16	16	248	164	550	551	298	1076	1076	1076	1076	65535	275	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	164	552	553	299	1076	1076	1076	1076	65535	276	264	N's Castle	0	0	0	33	9	164	0	5	0	4
16	16	248	174	554	555	300	1076	1076	1076	1076	65535	277	264	N's Castle	0	0	0	33	9	174	0	5	0	4
16	16	248	172	556	557	301	1076	1076	1076	1076	65535	278	264	N's Castle	0	0	0	225	9	172	0	5	0	4
3	16	98	117	558	559	303	1070	1070	1070	1070	65535	279	279	Entralink	4	0	0	0	12	65535	0	16	0	16
16	16	146	119	560	561	304	1070	1070	1070	1070	65535	280	279	Entree Forest	4	64	70	192	12	119	0	16	0	16
16	16	146	228	562	563	305	1070	1070	1070	1070	65535	281	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	229	564	565	306	1070	1070	1070	1070	65535	282	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	230	566	567	307	1070	1070	1070	1070	65535	283	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	231	568	569	308	1070	1070	1070	1070	65535	284	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	232	570	571	309	1070	1070	1070	1070	65535	285	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	233	572	573	310	1070	1070	1070	1070	65535	286	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	234	574	575	311	1070	1070	1070	1070	65535	287	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
16	16	146	235	576	577	312	1070	1070	1070	1070	65535	288	279	Entree Forest	4	64	70	192	12	65535	0	5	0	4
0	16	26	175	578	579	317	1071	1071	1071	1071	65535	289	289	Nimbasa City	4	64	0	64	12	175	0	434	0	468
0	16	34	175	580	581	318	1071	1071	1071	1071	65535	290	290	Driftveil City	4	64	0	64	12	175	0	231	0	431
0	16	38	175	582	583	319	1071	1071	1071	1071	65535	291	291	Mistralton City	4	64	0	64	12	175	0	103	0	306
0	16	42	175	584	585	320	1071	1071	1071	1071	65535	292	292	Icirrus City	4	64	0	64	12	175	0	174	0	202
0	16	50	175	586	587	321	1071	1071	1071	1071	65535	293	293	Opelucid City	4	64	0	64	12	175	0	401	0	182
4	16	74	226	588	589	322	1071	1071	1071	1071	65535	294	294	Black City	4	64	0	64	12	226	0	5	0	4
4	16	190	225	590	591	323	1071	1071	1071	1071	65535	295	295	White Forest	4	64	0	64	12	225	0	5	0	4
0	16	34	175	592	593	324	1071	1071	1071	1071	65535	296	296	Cold Storage	4	64	0	64	12	175	0	178	0	454
0	16	34	175	594	595	325	1071	1071	1071	1071	65535	297	297	Chargestone Cave	4	64	0	224	12	175	0	106	0	345
0	16	38	175	596	597	326	1071	1071	1071	1071	65535	298	298	Twist Mountain	4	64	0	224	12	175	0	145	0	210
0	16	38	175	598	599	327	1071	1071	1071	1071	65535	299	299	Dragonspiral Tower	4	64	0	224	12	175	0	175	0	151
0	16	66	175	600	601	328	1071	1071	1071	1071	65535	300	300	Giant Chasm	4	64	0	224	12	175	0	687	0	153
11	16	30	106	602	603	329	1071	1071	1071	1071	65535	301	301	Driftveil Drawbridge	4	64	18	64	12	106	0	20	0	48
13	16	46	136	604	605	330	1071	1071	1071	1071	65535	302	302	Tubeline Bridge	4	64	20	64	12	136	0	5	0	4
11	16	82	135	606	607	331	1071	1071	1071	1071	65535	303	303	Marvelous Bridge	4	64	52	64	12	135	0	5	0	4
0	16	22	175	608	609	333	1071	1071	1071	1071	65535	304	304	Route 5	4	64	0	32	12	175	0	371	0	431
0	16	34	175	610	611	334	1071	1071	1071	1071	65535	305	305	Route 6	4	64	0	32	12	175	0	152	0	404
0	16	38	175	612	613	335	1071	1071	1071	1071	65535	306	306	Route 7	4	64	0	32	12	175	0	111	0	266
0	16	42	175	614	615	336	1071	1071	1071	1071	65535	307	307	Route 8	4	64	0	32	12	175	0	213	0	185
0	16	54	175	616	617	337	1071	1071	1071	1071	65535	308	308	Route 9	4	64	0	32	12	175	0	326	0	173
0	16	54	175	618	619	338	1071	1071	1071	1071	65535	309	309	Route 11	4	64	0	32	12	175	0	456	0	184
0	16	66	175	620	621	339	1071	1071	1071	1071	65535	310	310	Route 12	4	64	0	32	12	175	0	588	0	184
0	16	66	175	622	623	340	1071	1071	1071	1071	65535	311	311	Route 13	4	64	0	32	12	175	0	661	0	200
0	16	70	175	624	625	341	1071	1071	1071	1071	65535	312	312	Route 14	4	64	0	32	12	175	0	718	0	333
0	16	78	175	626	627	342	1071	1071	1071	1071	65535	313	313	Route 15	4	64	0	32	12	175	0	628	0	434
0	16	22	175	628	629	343	1071	1071	1071	1071	65535	314	314	Route 16	4	64	0	32	13	175	0	458	0	431
0	16	66	175	630	631	344	1071	1071	1071	1071	65535	315	315	Lacunosa Town	4	64	0	64	12	175	0	645	0	179
0	16	70	175	632	633	345	1071	1071	1071	1071	65535	316	316	Undella Town	4	64	0	64	12	175	0	724	0	307
0	0	2	0	634	635	349	1037	1037	1037	1037	77	317	317	Route 1	4	64	0	0	236	0	0	787	0	731
16	16	244	50	636	637	350	1065	1065	1065	1065	65535	318	317	Route Gate	0	0	0	34	77	65535	0	5	0	4
0	1	6	0	638	639	351	1038	1039	1040	1041	78	319	319	Route 2	4	64	0	0	236	0	0	762	0	657
16	16	244	50	640	641	352	1065	1065	1065	1065	65535	320	319	Accumula Gate	0	0	0	34	77	65535	0	5	0	4
0	1	6	0	642	643	353	1038	1039	1040	1041	79	321	321	Route 3	4	64	0	0	236	0	0	750	0	566
16	16	210	53	644	645	354	1038	1039	1040	1041	65535	322	321	Route 3	0	0	0	33	73	53	0	5	0	4
16	16	210	28	646	647	355	1038	1039	1040	1041	65535	323	321	Route 3	0	0	0	33	73	28	0	5	0	4
16	16	260	108	648	649	356	1078	1078	1078	1078	80	324	324	Wellspring Cave	4	64	0	131	92	108	0	5	0	4
16	16	260	109	650	651	357	1078	1078	1078	1078	81	325	324	Wellspring Cave	0	64	0	163	92	109	0	5	0	4
0	4	22	0	652	653	358	1042	1043	1044	1045	82	326	326	Route 4	4	0	0	64	237	0	0	430	0	595
16	16	255	91	654	655	359	1042	1043	1044	1045	65535	327	326	Route 4	0	0	0	33	73	91	0	5	0	4
16	16	255	91	656	657	360	1042	1043	1044	1045	65535	328	326	Route 4	0	0	0	33	73	91	0	5	0	4
0	4	22	0	658	659	361	1042	1043	1044	1045	83	329	329	Route 5	4	64	0	0	236	269	0	371	0	431
16	16	210	65	660	661	362	1042	1043	1044	1045	65535	330	329	Route 5	0	0	0	33	73	65	0	5	0	4
0	6	34	0	662	663	363	1046	1047	1048	1049	84	331	331	Route 6	4	64	0	0	236	0	0	152	0	404
16	16	213	92	664	665	364	1046	1047	1048	1049	65535	332	331	Route 6	0	0	0	33	73	92	0	5	0	4
16	16	260	110	666	667	365	1078	1078	1078	1078	85	333	333	Mistralton Cave	4	64	0	163	92	65535	0	5	0	4
16	16	260	111	668	669	366	1078	1078	1078	1078	86	334	333	Mistralton Cave	0	64	0	163	92	65535	0	5	0	4
16	16	260	112	670	671	367	1078	1078	1078	1078	87	335	333	Guidance Chamber	4	64	0	131	92	65535	0	5	0	4
16	16	210	44	672	673	368	1046	1047	1048	1049	65535	336	331	Route 6	0	0	0	33	73	44	0	5	0	4
0	7	38	0	674	675	369	1046	1047	1048	1049	88	337	337	Route 7	4	64	0	0	236	0	0	111	0	266
14	16	251	185	676	677	370	1081	1081	1081	1081	65535	338	338	Celestial Tower	4	0	66	33	9	65535	0	5	0	4
14	16	251	186	678	679	371	1081	1081	1081	1081	89	339	338	Celestial Tower	0	0	66	33	9	65535	0	5	0	4
14	16	251	187	680	681	372	1081	1081	1081	1081	90	340	338	Celestial Tower	0	0	66	33	9	65535	0	5	0	4
14	16	251	188	682	683	373	1081	1081	1081	1081	91	341	338	Celestial Tower	0	0	66	33	9	65535	0	5	0	4
16	16	90	189	684	685	374	1081	1081	1081	1081	92	342	338	Celestial Tower	0	0	0	229	40	189	0	5	0	4
16	16	210	44	686	687	375	1046	1047	1048	1049	65535	343	337	Route 7	0	0	0	33	73	44	0	5	0	4
16	16	210	44	688	689	376	1046	1047	1048	1049	65535	344	337	Route 7	0	0	0	33	73	65535	0	5	0	4
0	8	42	0	690	691	377	1046	1047	1048	1049	93	345	345	Route 8	4	64	0	32	236	0	0	213	0	185
16	16	198	183	692	693	378	1077	1077	1077	1077	94	346	346	Moor of Icirrus	4	64	0	32	108	183	0	5	0	4
16	16	244	129	694	695	379	1065	1065	1065	1065	65535	347	345	Bridge Gate	0	0	0	34	77	129	0	5	0	4
0	10	54	0	696	697	380	1046	1047	1048	1049	95	348	348	Route 9	4	64	0	0	236	270	0	326	0	173
16	16	244	129	698	699	381	1065	1065	1065	1065	65535	349	348	Bridge Gate	0	0	0	34	77	129	0	5	0	4
16	16	254	90	700	701	382	1061	1061	1061	1061	65535	350	348	Shopping Mall	0	0	0	33	73	90	0	5	0	4
16	16	254	141	702	703	383	1061	1061	1061	1061	65535	351	348	Shopping Mall	0	0	0	33	73	141	0	5	0	4
16	16	260	113	704	705	384	1078	1078	1078	1078	96	352	352	Challenger's Cave	4	64	0	163	92	65535	0	5	0	4
16	16	260	114	706	707	385	1078	1078	1078	1078	97	353	352	Challenger's Cave	0	64	0	163	92	65535	0	5	0	4
16	16	260	115	708	709	386	1078	1078	1078	1078	98	354	352	Challenger's Cave	0	64	0	163	92	65535	0	5	0	4
0	10	54	0	710	711	387	1054	1054	1054	1054	99	355	355	Route 10	4	64	0	224	236	271	0	424	0	119
16	16	150	142	712	713	388	1084	1084	1084	1084	65535	356	355	Route 10	0	0	0	229	8	142	0	16	0	16
16	16	154	143	714	715	389	1084	1084	1084	1084	65535	357	355	Route 10	0	0	0	224	8	272	0	16	0	16
16	16	158	144	716	717	390	1084	1084	1084	1084	100	358	355	Route 10	0	0	0	224	8	273	0	16	0	16
16	16	162	145	718	719	391	1084	1084	1084	1084	65535	359	355	Route 10	0	0	0	224	8	274	0	16	0	16
16	16	166	146	720	721	392	1084	1084	1084	1084	65535	360	355	Route 10	0	0	0	224	8	275	0	16	0	16
16	16	170	147	722	723	393	1084	1084	1084	1084	65535	361	355	Route 10	0	0	0	224	8	276	0	16	0	16
16	16	174	148	724	725	394	1084	1084	1084	1084	65535	362	355	Route 10	0	0	0	224	8	277	0	16	0	16
16	16	178	149	726	727	395	1084	1084	1084	1084	65535	363	355	Route 10	0	0	0	224	8	278	0	16	0	16
16	16	182	150	728	729	396	1084	1084	1084	1084	65535	364	355	Route 10	0	0	0	229	8	279	0	16	0	16
0	10	54	0	730	731	397	1050	1051	1052	1053	101	365	365	Route 11	4	64	0	0	236	280	0	456	0	184
16	16	244	50	732	733	398	1065	1065	1065	1065	65535	366	365	Bridge Gate	0	0	0	34	77	65535	0	5	0	4
16	16	210	65	734	735	399	1050	1051	1052	1053	65535	367	365	Route 11	0	0	0	33	73	65	0	5	0	4
0	11	66	0	736	737	400	1050	1051	1052	1053	102	368	368	Route 12	4	64	0	0	236	0	0	588	0	184
16	16	244	50	738	739	401	1065	1065	1065	1065	65535	369	368	Bridge Gate	0	0	0	34	77	65535	0	5	0	4
0	11	66	0	740	741	402	1050	1051	1052	1053	103	370	370	Route 13	4	64	0	0	236	0	0	661	0	200
16	16	256	47	742	743	403	1050	1051	1052	1053	65535	371	370	Route 13	0	0	0	33	73	47	0	5	0	4
16	16	244	12	744	745	404	1065	1065	1065	1065	65535	372	370	Undella Gate	0	0	0	34	77	65535	0	5	0	4
16	16	256	47	746	747	405	1050	1051	1052	1053	65535	373	370	Route 13	0	0	0	33	73	47	0	5	0	4
0	12	70	0	748	749	406	1050	1051	1052	1053	104	374	374	Route 14	4	64	0	0	236	0	0	718	0	333
16	16	244	12	750	751	407	1065	1065	1065	1065	65535	375	374	Black Gate	0	0	0	34	77	65535	0	5	0	4
16	16	194	190	752	753	408	1082	1082	1082	1082	105	376	376	Abundant Shrine	4	64	0	0	108	65535	0	5	0	4
16	16	210	46	754	755	409	1082	1082	1082	1082	65535	377	376	Abundant Shrine	0	0	0	33	73	46	0	5	0	4
0	13	78	0	756	757	410	1050	1051	1052	1053	106	378	378	Route 15	4	64	0	64	236	0	0	608	0	427
16	16	244	50	758	759	411	1065	1065	1065	1065	65535	379	378	Black Gate	0	0	0	34	77	65535	0	5	0	4
16	16	244	131	760	761	412	1065	1065	1065	1065	65535	380	378	Bridge Gate	0	0	0	34	77	131	0	5	0	4
16	16	231	140	762	763	413	1068	1068	1068	1068	65535	381	381	Poké Transfer Lab	0	0	0	33	73	140	0	5	0	4
16	16	210	65	764	765	414	1050	1051	1052	1053	65535	382	378	Route 15	0	0	0	33	73	65	0	5	0	4
0	4	22	0	766	767	415	1042	1043	1044	1045	107	383	383	Route 16	4	64	0	0	236	281	0	458	0	431
16	16	244	130	768	769	416	1065	1065	1065	1065	65535	384	383	Bridge Gate	0	0	0	34	77	130	0	5	0	4
16	16	202	237	770	771	417	1082	1082	1082	1082	108	385	385	Lostlorn Forest	4	0	0	192	108	237	0	5	0	4
16	16	210	65	772	773	418	1082	1082	1082	1082	65535	386	385	Lostlorn Forest	0	0	0	193	72	65	0	5	0	4
0	15	122	0	774	775	419	1046	1047	1048	1049	109	387	387	Route 18	4	64	0	0	236	0	0	662	0	758
16	16	255	91	776	777	420	1046	1047	1048	1049	65535	388	387	Route 18	0	0	0	33	73	91	0	5	0	4
0	0	2	0	778	779	428	1018	1018	1018	1018	65535	389	389	Nuvema Town	4	64	0	64	236	0	0	782	0	750
16	16	212	39	780	781	429	1018	1018	1018	1018	65535	390	389	Nuvema Town	0	0	0	33	73	39	0	5	0	4
16	16	212	40	782	783	430	1018	1018	1018	1018	65535	391	389	Nuvema Town	0	0	0	33	73	40	0	5	0	6
16	16	212	37	784	785	431	1018	1018	1018	1018	65535	392	389	Nuvema Town	0	0	0	33	73	37	0	5	0	4
16	16	212	38	786	787	432	1018	1018	1018	1018	65535	393	389	Nuvema Town	0	0	0	33	73	38	0	5	0	4
16	16	212	35	788	789	433	1018	1018	1018	1018	65535	394	389	Nuvema Town	0	0	0	33	73	35	0	5	0	4
16	16	212	36	790	791	434	1018	1018	1018	1018	65535	395	389	Nuvema Town	0	0	0	33	73	36	0	5	0	4
16	16	213	42	792	793	435	1064	1064	1064	1064	65535	396	389	Nuvema Town	0	0	0	33	73	42	0	5	0	4
0	0	2	0	794	795	436	1019	1019	1019	1019	65535	397	397	Accumula Town	4	64	0	64	236	0	0	796	0	659
16	16	211	13	796	797	437	1060	1060	1060	1060	65535	398	397	Accumula Town	0	0	6	33	73	13	0	5	0	4
16	16	210	26	798	799	438	1019	1019	1019	1019	65535	399	397	Accumula Town	0	0	0	33	73	26	0	5	0	4
16	16	210	27	800	801	439	1019	1019	1019	1019	65535	400	397	Accumula Town	0	0	0	33	73	27	0	5	0	6
16	16	210	26	802	803	440	1019	1019	1019	1019	65535	401	397	Accumula Town	0	0	0	33	73	26	0	5	0	4
16	16	210	27	804	805	441	1019	1019	1019	1019	65535	402	397	Accumula Town	0	0	0	33	73	27	0	5	0	4
16	16	210	26	806	807	442	1019	1019	1019	1019	65535	403	397	Accumula Town	0	0	0	33	73	26	0	5	0	4
16	16	217	32	808	809	443	1019	1019	1019	1019	65535	404	397	Accumula Town	0	0	0	33	73	32	0	5	0	4
16	16	235	45	810	811	444	1019	1019	1019	1019	65535	405	397	Accumula Town	0	0	0	33	73	45	0	5	0	4
0	11	66	0	812	813	445	1021	1021	1021	1021	65535	406	406	Lacunosa Town	4	64	0	64	236	0	0	660	0	186
16	16	211	13	814	815	446	1060	1060	1060	1060	65535	407	406	Lacunosa Town	0	0	6	33	73	13	0	5	0	4
16	16	256	47	816	817	447	1021	1021	1021	1021	65535	408	406	Lacunosa Town	0	0	0	33	73	47	0	5	0	4
16	16	256	47	818	819	448	1021	1021	1021	1021	65535	409	406	Lacunosa Town	0	0	0	33	73	47	0	5	0	4
16	16	256	47	820	821	449	1021	1021	1021	1021	65535	410	406	Lacunosa Town	0	0	0	33	73	47	0	5	0	4
16	16	256	47	822	823	450	1021	1021	1021	1021	65535	411	406	Lacunosa Town	0	0	0	33	73	47	0	5	0	4
0	12	70	0	824	825	451	1022	1023	1024	1025	110	412	412	Undella Town	4	64	0	64	236	0	0	760	0	301
16	16	211	13	826	827	452	1060	1060	1060	1060	65535	413	412	Undella Town	0	0	6	33	73	13	0	5	0	4
16	16	257	104	828	829	453	1022	1023	1024	1025	65535	414	412	Undella Town	0	0	0	33	73	104	0	5	0	4
16	16	210	44	830	831	454	1022	1023	1024	1025	65535	415	412	Undella Town	0	0	0	33	73	44	0	5	0	4
16	16	210	44	832	833	455	1022	1023	1024	1025	65535	416	412	Undella Town	0	0	0	33	73	44	0	5	0	4
16	16	210	44	834	835	456	1022	1023	1024	1025	65535	417	412	Undella Town	0	0	0	33	73	44	0	5	0	4
16	16	134	128	836	837	457	1020	1020	1020	1020	65535	418	418	Anville Town	4	64	0	32	236	128	0	5	0	4
16	16	210	46	838	839	458	1020	1020	1020	1020	65535	419	418	Anville Town	0	0	0	33	73	46	0	5	0	4
16	16	210	46	840	841	459	1020	1020	1020	1020	65535	420	418	Anville Town	0	0	0	33	73	46	0	5	0	4
16	16	210	46	842	843	460	1020	1020	1020	1020	65535	421	418	Anville Town	0	0	0	33	73	46	0	5	0	4
6	16	252	88	844	845	463	1060	1060	1060	1060	65535	422	422	－－－－－－－－－－	0	0	0	33	73	88	0	5	0	4
0	15	122	0	846	847	465	1046	1047	1048	1049	111	423	423	Route 17	4	64	0	0	237	0	0	724	0	744
4	16	190	225	848	849	466	1036	1036	1036	1036	65535	424	424	White Forest	4	64	0	192	236	225	0	43	0	38
16	16	211	13	850	851	467	1060	1060	1060	1060	65535	425	424	White Forest	0	0	6	33	73	13	0	5	0	4
16	16	210	44	852	853	468	1036	1036	1036	1036	65535	426	424	White Forest	0	0	0	33	73	44	0	5	0	4

===== Matrix
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0355	0355	0355	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0205	0000	0000	0000	0000	0000	0000	0120	0120	0000	0000	0000	0000	0000	0000	0000	0230	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0113	0345	0345	0000	0000	0348	0348	0120	0120	0365	0365	0000	0000	0368	0368	0406	0370	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0198	0113	0113	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0370	0370	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0337	0337	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0370	0370	0000	0000	0000	0000	0000	0000
0000	0000	0107	0337	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0370	0370	0370	0240	0240	0000	0000	0000
0000	0000	0107	0107	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0412	0412	0240	0240	0000	0000	0000
0000	0000	0107	0194	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0374	0374	0000	0000	0000	0000	0000
0000	0000	0000	0331	0331	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0374	0374	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0331	0096	0096	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0096	0096	0096	0000	0000	0329	0329	0062	0062	0383	0383	0000	0000	0378	0378	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0191	0191	0000	0000	0000	0000	0000	0062	0062	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0157	0157	0326	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0326	0326	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0326	0326	0000	0000	0000	0000	0000	0000	0000	0321	0321	0321	0000	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0326	0326	0000	0000	0000	0000	0154	0016	0016	0321	0321	0006	0006	0006	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0154	0154	0000	0000	0000	0319	0319	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0319	0397	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0317	0000	0000	0000	0000
0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0000	0387	0387	0423	0238	0317	0317	0000	0000	0000	0000
